project_id,state,district_code,project_type,land_type,land_area_acres,num_affected_families,num_departments_involved,notification_age_days,compensation_status,compensation_disbursed_pct,possession_status,legal_disputes_count,court_case_pending,rehabilitation_required,rehabilitation_progress_pct,stakeholder_responsiveness_score,historical_dept_performance_score,public_objections_count,pending_approvals_count,budget_utilization_pct,monsoon_season_overlap,is_delayed,delay_days
LAP-12588,Punjab,PUN-5,Urban Development,Private Agricultural,11.4,219,5,1139,Partially Disbursed,71,Not Started,1,0,1,63,6.8,22.9,3,1,100.0,0,0,0
LAP-12589,Bihar,BIH-6,Industrial Corridor,Government,2.5,13,5,764,Partially Disbursed,62,Survey Complete,0,0,1,19,9.4,68.2,1,3,90.6,0,0,0
LAP-12590,Karnataka,KAR-3,Industrial Corridor,Private Agricultural,4.9,39,1,769,Fully Disbursed,99,Award Declared,0,0,1,40,9.2,44.9,1,2,57.4,0,0,0
LAP-12591,Madhya Pradesh,MAD-1,Irrigation,Private Agricultural,16.5,102,4,848,Not Started,8,Full Possession,1,1,1,58,6.6,37.6,0,1,73.0,0,0,0
LAP-12592,Maharashtra,MAH-4,Power Transmission,Private Agricultural,12.1,6,6,1407,Not Started,9,Full Possession,0,0,1,17,4.7,56.4,0,7,100.0,0,0,0
LAP-12593,Gujarat,GUJ-6,Urban Development,Private Agricultural,143.7,34,5,1459,Not Started,9,Partial Possession,1,0,1,12,7.4,43.9,1,2,28.9,0,0,0
LAP-12594,Maharashtra,MAH-4,Railway,Private Agricultural,16.5,41,3,853,Not Started,6,Partial Possession,0,0,0,100,6.2,33.8,1,3,51.4,0,0,0
LAP-12595,Telangana,TEL-5,Irrigation,Private Agricultural,32.8,20,4,1139,Fully Disbursed,92,Not Started,0,0,1,38,5.8,63.9,2,8,64.8,0,0,0
LAP-12596,Karnataka,KAR-1,Irrigation,Tribal,23.5,84,1,1064,Partially Disbursed,24,Full Possession,3,1,0,100,4.5,65.1,0,6,21.2,1,1,214
LAP-12597,Maharashtra,MAH-5,Industrial Corridor,Tribal,106.7,59,6,803,Partially Disbursed,65,Partial Possession,0,0,0,100,7.8,51.9,3,2,47.8,0,0,0
LAP-12598,Haryana,HAR-2,Highway,Mixed,40.4,268,2,801,Not Started,8,Not Started,3,1,0,100,5.8,57.6,1,3,50.4,1,1,13
LAP-12599,Punjab,PUN-2,Industrial Corridor,Mixed,195.9,252,6,70,Not Started,3,Partial Possession,1,1,0,100,7.9,56.7,0,7,62.6,0,0,0
LAP-12600,Jharkhand,JHA-4,Irrigation,Private Agricultural,46.6,6,6,687,Partially Disbursed,38,Partial Possession,0,0,0,100,7.3,43.6,2,7,27.5,0,0,0
LAP-12601,Madhya Pradesh,MAD-1,Industrial Corridor,Mixed,5.4,181,5,656,Not Started,2,Award Declared,0,0,0,100,8.7,73.7,0,7,34.3,0,0,0
LAP-12602,West Bengal,WES-2,Highway,Tribal,27.1,27,5,684,Not Started,1,Not Started,1,1,0,100,6.5,57.3,1,5,92.0,1,1,80
LAP-12603,Karnataka,KAR-6,Industrial Corridor,Government,128.4,6,1,1086,Not Started,5,Partial Possession,0,0,0,100,6.7,47.4,2,1,54.3,0,0,0
LAP-12604,Uttar Pradesh,UTT-4,Power Transmission,Tribal,31.1,31,5,1015,Fully Disbursed,93,Not Started,3,0,1,85,5.1,42.9,6,4,77.8,0,1,145
LAP-12605,Uttar Pradesh,UTT-2,Renewable Energy,Mixed,29.1,156,1,1316,Partially Disbursed,20,Full Possession,0,0,0,100,6.0,40.3,2,5,56.0,0,0,0
LAP-12606,Bihar,BIH-6,Urban Development,Tribal,41.7,38,1,776,Fully Disbursed,93,Partial Possession,1,1,1,82,7.2,69.9,0,4,30.0,1,0,0
LAP-12607,West Bengal,WES-4,Irrigation,Government,8.6,27,3,888,Fully Disbursed,87,Survey Complete,2,1,1,75,5.8,28.9,1,4,54.3,1,1,53
LAP-12608,West Bengal,WES-1,Railway,Tribal,7.4,62,3,29,Partially Disbursed,83,Partial Possession,1,1,0,100,1.2,40.2,3,6,50.0,0,0,0
LAP-12609,Tamil Nadu,TAM-3,Railway,Mixed,16.3,20,2,485,Partially Disbursed,37,Not Started,0,0,1,78,8.3,46.1,2,6,69.9,1,0,0
LAP-12610,Jharkhand,JHA-4,Renewable Energy,Government,22.2,17,1,623,Fully Disbursed,97,Not Started,3,1,0,100,4.7,63.2,3,8,70.1,0,1,36
LAP-12611,Haryana,HAR-5,Highway,Private Agricultural,19.4,224,6,1455,Partially Disbursed,71,Partial Possession,1,1,1,98,8.2,66.6,5,5,60.8,1,1,147
LAP-12612,Haryana,HAR-3,Irrigation,Forest,10.2,308,3,89,Fully Disbursed,99,Not Started,2,1,0,100,10.0,96.0,3,1,49.5,1,1,76
LAP-12613,Uttar Pradesh,UTT-3,Highway,Government,123.9,6,6,819,Not Started,4,Full Possession,1,1,0,100,3.2,63.3,2,3,63.8,1,0,0
LAP-12614,Rajasthan,RAJ-2,Highway,Private Agricultural,15.7,43,5,1011,Partially Disbursed,71,Survey Complete,1,1,0,100,5.6,60.0,0,7,100.0,1,1,464
LAP-12615,Punjab,PUN-2,Airport,Private Agricultural,49.1,7,5,991,Fully Disbursed,85,Not Started,0,0,1,45,5.6,64.3,2,6,24.3,1,0,0
LAP-12616,Maharashtra,MAH-5,Highway,Government,27.8,175,4,67,Not Started,0,Award Declared,1,1,0,100,7.6,66.7,2,0,32.5,0,0,0
LAP-12617,Madhya Pradesh,MAD-1,Renewable Energy,Tribal,6.4,119,1,145,Fully Disbursed,90,Partial Possession,1,1,1,2,4.1,64.5,2,4,27.0,0,0,0
LAP-12618,Jharkhand,JHA-2,Highway,Forest,35.7,108,5,389,Partially Disbursed,59,Partial Possession,2,1,0,100,9.1,52.2,1,0,40.7,1,1,87
LAP-12619,Bihar,BIH-4,Industrial Corridor,Mixed,68.0,209,1,1236,Partially Disbursed,22,Full Possession,1,1,0,100,4.7,44.5,4,2,93.9,0,0,0
LAP-12620,Haryana,HAR-5,Railway,Tribal,15.1,16,2,946,Partially Disbursed,72,Award Declared,1,1,1,34,2.3,51.8,0,6,41.1,0,1,364
LAP-12621,Karnataka,KAR-5,Urban Development,Government,39.5,27,2,1107,Not Started,3,Full Possession,0,0,0,100,4.9,69.5,1,1,58.0,0,0,0
LAP-12622,West Bengal,WES-4,Industrial Corridor,Government,29.4,106,2,354,Fully Disbursed,89,Survey Complete,3,1,0,100,4.2,85.1,1,1,40.2,1,0,0
LAP-12623,Tamil Nadu,TAM-2,Industrial Corridor,Government,13.9,57,3,312,Fully Disbursed,88,Partial Possession,0,0,0,100,4.9,33.4,5,6,21.6,0,0,0
LAP-12624,Punjab,PUN-6,Urban Development,Forest,5.0,13,1,999,Not Started,2,Survey Complete,2,0,1,64,1.0,68.6,2,7,52.3,0,1,15
LAP-12625,Odisha,ODI-2,Railway,Tribal,23.8,17,6,579,Partially Disbursed,33,Not Started,4,1,0,100,7.3,81.9,3,1,71.8,0,1,21
LAP-12626,West Bengal,WES-4,Airport,Forest,8.3,51,1,667,Not Started,0,Partial Possession,3,1,1,96,4.8,59.1,2,5,21.6,0,1,152
LAP-12627,Bihar,BIH-2,Power Transmission,Private Agricultural,30.5,81,6,230,Partially Disbursed,38,Not Started,0,0,0,100,5.8,54.6,0,1,41.0,0,0,0
LAP-12628,Uttar Pradesh,UTT-1,Highway,Private Agricultural,6.7,61,2,400,Not Started,3,Not Started,1,1,1,20,7.3,77.9,4,7,12.5,0,1,140
LAP-12629,Tamil Nadu,TAM-2,Urban Development,Government,8.7,272,3,45,Not Started,9,Award Declared,0,0,0,100,4.2,73.3,3,6,59.1,0,1,116
LAP-12630,Punjab,PUN-6,Airport,Private Agricultural,16.7,197,2,1025,Partially Disbursed,29,Survey Complete,2,1,1,61,5.5,53.5,4,1,0.0,0,1,202
LAP-12631,Madhya Pradesh,MAD-3,Irrigation,Private Agricultural,35.8,113,5,18,Partially Disbursed,65,Survey Complete,0,0,1,40,3.6,55.3,1,0,88.5,1,0,0
LAP-12632,Punjab,PUN-4,Highway,Private Agricultural,99.8,140,2,662,Partially Disbursed,11,Award Declared,1,1,1,71,7.9,76.3,2,8,63.6,1,0,0
LAP-12633,Tamil Nadu,TAM-1,Industrial Corridor,Government,27.6,49,1,424,Partially Disbursed,80,Award Declared,0,0,0,100,4.6,70.8,0,0,44.9,0,0,0
LAP-12634,Odisha,ODI-5,Power Transmission,Government,10.2,21,6,1487,Not Started,8,Partial Possession,0,0,1,54,7.1,46.5,3,5,48.8,1,1,3
LAP-12635,Rajasthan,RAJ-1,Renewable Energy,Tribal,134.7,3,3,86,Partially Disbursed,70,Full Possession,2,1,1,35,6.9,70.3,2,2,37.2,0,0,0
LAP-12636,Bihar,BIH-5,Industrial Corridor,Mixed,6.4,34,2,698,Fully Disbursed,95,Not Started,0,0,1,18,5.5,41.5,1,1,27.5,1,0,0
LAP-12637,Rajasthan,RAJ-4,Highway,Forest,15.5,25,4,207,Not Started,4,Partial Possession,2,1,0,100,5.9,84.1,1,1,39.8,0,0,0
LAP-12638,Bihar,BIH-2,Highway,Forest,38.0,320,6,93,Partially Disbursed,27,Award Declared,0,0,0,100,5.7,31.5,1,6,31.6,0,0,0
LAP-12639,Bihar,BIH-2,Irrigation,Private Agricultural,6.1,24,2,1468,Not Started,4,Award Declared,0,0,1,57,3.1,73.1,4,8,51.2,1,0,0
LAP-12640,Uttar Pradesh,UTT-4,Power Transmission,Private Agricultural,31.5,263,2,554,Partially Disbursed,49,Full Possession,1,0,0,100,6.2,55.9,3,1,50.6,0,0,0
LAP-12641,Rajasthan,RAJ-6,Industrial Corridor,Private Agricultural,17.7,122,5,231,Not Started,4,Award Declared,0,0,1,2,6.5,80.1,2,4,34.5,0,0,0
LAP-12642,Jharkhand,JHA-5,Power Transmission,Tribal,35.2,7,3,599,Fully Disbursed,97,Survey Complete,2,0,0,100,3.9,78.6,4,2,46.1,1,0,0
LAP-12643,Maharashtra,MAH-5,Airport,Private Agricultural,51.9,74,1,1021,Fully Disbursed,100,Award Declared,1,0,1,46,2.4,72.8,3,4,46.0,0,1,117
LAP-12644,Tamil Nadu,TAM-1,Airport,Private Agricultural,5.5,33,1,1103,Fully Disbursed,98,Partial Possession,0,0,1,85,5.2,60.7,4,5,39.5,0,0,0
LAP-12645,Jharkhand,JHA-1,Highway,Government,19.2,6,3,1230,Fully Disbursed,89,Not Started,0,0,0,100,9.1,59.6,1,0,48.2,1,1,120
LAP-12646,Telangana,TEL-3,Railway,Forest,20.7,18,3,437,Fully Disbursed,89,Partial Possession,1,1,0,100,3.9,5.0,2,8,25.3,1,1,163
LAP-12647,Odisha,ODI-1,Highway,Private Agricultural,28.7,4,5,714,Partially Disbursed,25,Not Started,2,0,1,79,5.1,89.1,1,7,91.0,0,1,109
LAP-12648,Maharashtra,MAH-3,Power Transmission,Mixed,25.1,243,6,618,Fully Disbursed,90,Partial Possession,2,1,0,100,8.0,90.0,0,3,58.3,0,0,0
LAP-12649,Haryana,HAR-3,Urban Development,Government,42.2,64,5,75,Not Started,5,Not Started,1,1,0,100,6.5,58.9,1,6,54.6,1,0,0
LAP-12650,Telangana,TEL-3,Highway,Private Agricultural,14.5,64,6,1118,Partially Disbursed,58,Award Declared,1,1,0,100,7.8,39.6,2,8,60.1,0,1,308
LAP-12651,Punjab,PUN-1,Industrial Corridor,Private Agricultural,48.3,52,5,438,Partially Disbursed,12,Full Possession,0,0,0,100,5.3,74.6,1,2,67.8,0,0,0
LAP-12652,Punjab,PUN-1,Airport,Private Agricultural,50.0,174,4,748,Fully Disbursed,86,Not Started,0,0,0,100,4.4,34.1,3,4,55.0,1,0,0
LAP-12653,Rajasthan,RAJ-1,Power Transmission,Mixed,99.7,90,4,1398,Not Started,1,Award Declared,2,1,0,100,7.8,52.0,2,1,44.3,0,0,0
LAP-12654,Uttar Pradesh,UTT-1,Urban Development,Private Agricultural,12.7,27,2,99,Partially Disbursed,31,Award Declared,1,1,1,90,4.4,43.5,3,5,62.0,0,0,0
LAP-12655,Madhya Pradesh,MAD-6,Renewable Energy,Mixed,22.1,14,6,252,Not Started,0,Not Started,1,1,0,100,7.4,71.7,2,1,68.8,0,1,333
LAP-12656,Tamil Nadu,TAM-3,Industrial Corridor,Private Agricultural,24.8,62,4,1026,Fully Disbursed,90,Award Declared,2,1,0,100,4.6,54.9,1,4,42.5,1,0,0
LAP-12657,Jharkhand,JHA-6,Railway,Forest,6.3,12,6,373,Partially Disbursed,59,Award Declared,2,1,0,100,7.3,58.8,2,5,15.1,1,0,0
LAP-12658,Maharashtra,MAH-5,Highway,Private Agricultural,20.5,7,4,376,Fully Disbursed,95,Award Declared,1,1,0,100,2.3,77.7,4,4,32.1,0,0,0
LAP-12659,Telangana,TEL-1,Urban Development,Tribal,8.7,108,1,999,Fully Disbursed,92,Award Declared,0,0,1,62,4.4,76.8,1,3,57.1,1,0,0
LAP-12660,Madhya Pradesh,MAD-3,Power Transmission,Government,62.2,190,3,1235,Partially Disbursed,31,Award Declared,1,1,1,72,10.0,56.1,3,5,100.0,0,0,0
LAP-12661,Madhya Pradesh,MAD-2,Industrial Corridor,Private Agricultural,319.5,158,5,423,Not Started,6,Award Declared,0,0,1,77,6.8,89.1,2,5,63.5,0,0,0
LAP-12662,Jharkhand,JHA-5,Railway,Tribal,110.7,117,4,1283,Not Started,8,Survey Complete,3,1,0,100,1.9,37.5,1,1,31.3,0,1,98
LAP-12663,West Bengal,WES-1,Highway,Tribal,16.6,22,5,459,Fully Disbursed,98,Award Declared,1,1,0,100,6.1,73.3,3,8,42.1,0,1,378
LAP-12664,Odisha,ODI-6,Urban Development,Forest,29.8,31,4,733,Fully Disbursed,94,Award Declared,2,1,0,100,3.1,83.0,2,2,44.3,0,0,0
LAP-12665,Bihar,BIH-2,Highway,Private Agricultural,7.2,972,3,1158,Not Started,3,Partial Possession,1,1,0,100,4.8,49.8,3,7,1.0,1,1,88
LAP-12666,Karnataka,KAR-4,Highway,Forest,26.1,3,6,665,Fully Disbursed,90,Not Started,2,1,1,92,3.9,62.4,3,4,69.6,1,1,76
LAP-12667,Uttar Pradesh,UTT-3,Highway,Forest,21.7,263,3,1479,Fully Disbursed,86,Not Started,1,1,1,11,4.5,56.6,1,0,32.7,1,0,0
LAP-12668,Jharkhand,JHA-6,Urban Development,Private Agricultural,46.3,57,3,1253,Partially Disbursed,79,Partial Possession,1,0,1,99,3.7,37.3,0,1,56.1,0,0,0
LAP-12669,Uttar Pradesh,UTT-6,Industrial Corridor,Private Agricultural,5.5,8,4,577,Partially Disbursed,57,Not Started,0,0,1,10,8.0,45.4,2,4,64.7,0,0,0
LAP-12670,Chhattisgarh,CHH-6,Urban Development,Forest,6.7,7,1,1285,Partially Disbursed,16,Award Declared,0,0,0,100,8.5,40.5,4,0,86.5,1,0,0
LAP-12671,Telangana,TEL-1,Highway,Private Agricultural,16.2,28,5,1070,Partially Disbursed,37,Award Declared,2,0,1,96,8.0,54.2,2,8,59.5,0,1,66
LAP-12672,Chhattisgarh,CHH-6,Power Transmission,Private Agricultural,10.0,11,5,1430,Not Started,3,Survey Complete,1,0,1,59,6.5,43.7,0,8,78.9,1,1,64
LAP-12673,Karnataka,KAR-2,Power Transmission,Private Agricultural,49.0,30,6,709,Fully Disbursed,92,Survey Complete,1,1,1,91,4.2,87.7,3,2,27.7,1,1,90
LAP-12674,Madhya Pradesh,MAD-6,Highway,Private Agricultural,17.5,318,6,503,Not Started,8,Partial Possession,2,1,0,100,4.4,65.3,3,4,48.1,0,0,0
LAP-12675,Maharashtra,MAH-1,Irrigation,Tribal,14.1,53,3,803,Partially Disbursed,73,Partial Possession,4,1,0,100,4.0,75.6,5,0,21.6,0,1,221
LAP-12676,Chhattisgarh,CHH-2,Airport,Government,10.0,18,4,1338,Partially Disbursed,31,Partial Possession,0,0,0,100,5.9,73.3,1,3,45.6,0,0,0
LAP-12677,Haryana,HAR-2,Irrigation,Tribal,8.5,307,1,142,Partially Disbursed,79,Full Possession,1,1,1,56,7.1,50.9,0,7,48.4,0,1,84
LAP-12678,Madhya Pradesh,MAD-6,Renewable Energy,Private Agricultural,8.2,54,1,1346,Partially Disbursed,59,Not Started,0,0,1,36,6.5,42.6,1,7,31.1,0,1,360
LAP-12679,Bihar,BIH-3,Urban Development,Government,48.8,14,6,626,Partially Disbursed,22,Award Declared,1,0,0,100,7.0,72.1,1,3,66.0,0,0,0
LAP-12680,Haryana,HAR-5,Highway,Private Agricultural,28.0,159,2,869,Partially Disbursed,26,Survey Complete,0,0,0,100,9.0,58.7,0,3,16.5,0,0,0
LAP-12681,Maharashtra,MAH-1,Highway,Tribal,19.0,972,2,794,Fully Disbursed,96,Award Declared,2,0,0,100,5.8,67.3,1,2,40.1,0,0,0
LAP-12682,Bihar,BIH-5,Highway,Mixed,38.9,134,2,63,Partially Disbursed,11,Award Declared,1,0,0,100,2.7,19.9,0,4,58.5,0,0,0
LAP-12683,Rajasthan,RAJ-4,Railway,Private Agricultural,18.1,305,3,1136,Not Started,2,Full Possession,1,1,1,55,4.2,51.1,1,7,95.9,0,1,206
LAP-12684,Maharashtra,MAH-2,Irrigation,Forest,16.0,59,2,794,Partially Disbursed,36,Not Started,2,1,0,100,5.4,49.2,2,3,59.4,0,1,140
LAP-12685,Odisha,ODI-2,Renewable Energy,Private Agricultural,17.0,43,5,1397,Fully Disbursed,91,Survey Complete,0,0,1,88,6.5,45.8,0,0,46.9,0,0,0
LAP-12686,Odisha,ODI-5,Urban Development,Private Agricultural,19.5,35,3,633,Fully Disbursed,97,Partial Possession,3,1,1,47,6.8,73.1,2,7,38.5,1,0,0
LAP-12687,Gujarat,GUJ-4,Highway,Tribal,10.4,197,3,1437,Partially Disbursed,56,Full Possession,2,0,0,100,6.3,75.1,3,0,88.8,0,1,197
LAP-12688,Haryana,HAR-5,Railway,Private Agricultural,12.0,19,1,368,Partially Disbursed,25,Partial Possession,1,0,1,45,7.2,81.0,0,8,70.9,0,0,0
LAP-12689,Bihar,BIH-6,Railway,Private Agricultural,18.8,194,4,1328,Partially Disbursed,17,Partial Possession,1,1,0,100,9.2,78.9,1,7,24.1,0,0,0
LAP-12690,Punjab,PUN-5,Renewable Energy,Forest,10.3,28,4,1252,Not Started,1,Award Declared,2,1,0,100,8.0,86.1,1,4,66.6,1,0,0
LAP-12691,Telangana,TEL-1,Irrigation,Private Agricultural,17.0,109,1,1294,Fully Disbursed,92,Survey Complete,0,0,1,95,8.2,68.5,4,7,44.2,0,0,0
LAP-12692,Bihar,BIH-3,Railway,Forest,30.8,34,6,292,Partially Disbursed,24,Not Started,0,0,0,100,2.6,43.4,1,1,50.2,0,0,0
LAP-12693,Tamil Nadu,TAM-6,Power Transmission,Private Agricultural,23.7,63,6,261,Fully Disbursed,87,Survey Complete,1,1,1,14,6.7,52.8,4,7,22.8,0,0,0
LAP-12694,Uttar Pradesh,UTT-6,Railway,Private Agricultural,22.8,73,5,62,Partially Disbursed,31,Award Declared,0,0,1,5,7.9,47.0,4,8,80.3,1,1,119
LAP-12695,Jharkhand,JHA-5,Railway,Tribal,8.1,8,4,1342,Partially Disbursed,46,Full Possession,1,1,1,52,10.0,41.2,2,6,73.6,0,1,234
LAP-12696,Punjab,PUN-2,Railway,Private Agricultural,41.7,102,5,104,Not Started,9,Partial Possession,1,1,1,46,8.0,68.9,0,1,85.4,1,0,0
LAP-12697,Tamil Nadu,TAM-1,Urban Development,Forest,1.8,585,5,1323,Not Started,6,Not Started,2,0,1,92,8.1,29.2,0,2,32.7,0,0,0
LAP-12698,Gujarat,GUJ-6,Railway,Private Agricultural,57.1,27,6,780,Fully Disbursed,100,Partial Possession,1,1,0,100,8.1,42.3,3,1,47.9,0,0,0
LAP-12699,Odisha,ODI-4,Highway,Tribal,5.9,2,3,1326,Fully Disbursed,85,Partial Possession,1,1,1,44,8.3,46.2,1,8,41.2,0,0,0
LAP-12700,Gujarat,GUJ-1,Power Transmission,Mixed,198.5,73,3,454,Not Started,0,Partial Possession,1,1,0,100,8.4,86.6,1,0,98.5,0,0,0
LAP-12701,Madhya Pradesh,MAD-6,Urban Development,Private Agricultural,9.9,31,5,930,Fully Disbursed,98,Full Possession,3,1,1,19,6.0,26.9,4,3,38.4,0,1,235
LAP-12702,Madhya Pradesh,MAD-5,Power Transmission,Forest,49.1,34,6,665,Partially Disbursed,75,Not Started,1,1,0,100,3.5,81.7,2,4,52.8,0,0,0
LAP-12703,Punjab,PUN-3,Highway,Private Agricultural,70.9,10,5,243,Not Started,9,Survey Complete,0,0,1,17,4.8,66.8,3,4,81.8,0,0,0
LAP-12704,Gujarat,GUJ-6,Irrigation,Private Agricultural,24.3,31,6,746,Partially Disbursed,71,Full Possession,2,1,1,9,3.0,49.8,0,6,61.7,0,0,0
LAP-12705,Punjab,PUN-1,Industrial Corridor,Private Agricultural,133.4,10,6,918,Partially Disbursed,22,Full Possession,1,1,1,92,5.4,44.7,3,8,87.6,1,1,174
LAP-12706,Uttar Pradesh,UTT-6,Industrial Corridor,Tribal,18.1,4,6,504,Partially Disbursed,61,Award Declared,0,0,0,100,2.5,81.0,1,5,88.7,0,0,0
LAP-12707,Chhattisgarh,CHH-4,Railway,Forest,55.7,200,1,87,Fully Disbursed,92,Survey Complete,2,1,0,100,3.9,69.4,2,2,53.0,1,0,0
LAP-12708,Maharashtra,MAH-1,Highway,Forest,130.3,303,4,1017,Not Started,6,Partial Possession,3,1,0,100,5.9,52.2,1,0,65.0,0,1,499
LAP-12709,Gujarat,GUJ-6,Urban Development,Private Agricultural,50.3,14,2,236,Partially Disbursed,63,Award Declared,1,0,1,77,6.1,67.8,0,1,100.0,1,0,0
LAP-12710,Uttar Pradesh,UTT-5,Urban Development,Forest,5.4,45,5,653,Not Started,5,Survey Complete,2,1,1,88,4.9,46.1,2,8,33.0,0,1,40
LAP-12711,Rajasthan,RAJ-6,Urban Development,Private Agricultural,19.4,40,5,371,Not Started,0,Award Declared,1,1,0,100,9.3,36.0,1,5,92.0,0,0,0
LAP-12712,Telangana,TEL-3,Irrigation,Private Agricultural,12.2,21,4,935,Not Started,6,Award Declared,0,0,1,51,6.9,93.8,1,4,92.6,0,0,0
LAP-12713,Haryana,HAR-6,Highway,Forest,3.7,38,3,406,Partially Disbursed,45,Survey Complete,1,1,1,14,4.5,45.4,2,7,30.9,1,1,172
LAP-12714,Madhya Pradesh,MAD-3,Urban Development,Private Agricultural,16.4,12,1,734,Fully Disbursed,92,Survey Complete,1,1,0,100,3.9,59.9,0,0,77.2,0,0,0
LAP-12715,Odisha,ODI-5,Power Transmission,Private Agricultural,119.1,2,6,982,Partially Disbursed,46,Partial Possession,0,0,1,88,5.7,50.7,0,8,50.1,0,0,0
LAP-12716,Tamil Nadu,TAM-5,Industrial Corridor,Mixed,8.4,18,4,96,Partially Disbursed,42,Not Started,3,1,0,100,5.7,12.5,2,5,71.5,1,1,112
LAP-12717,Maharashtra,MAH-6,Highway,Government,4.6,110,4,743,Fully Disbursed,98,Full Possession,0,0,1,81,5.2,80.4,4,4,72.9,0,0,0
LAP-12718,Punjab,PUN-2,Renewable Energy,Private Agricultural,7.7,16,1,1037,Fully Disbursed,97,Partial Possession,0,0,1,53,7.2,69.2,0,8,6.5,0,0,0
LAP-12719,Punjab,PUN-5,Railway,Government,193.0,10,4,1079,Not Started,0,Partial Possession,0,0,0,100,5.4,75.3,0,5,38.8,1,0,0
LAP-12720,Maharashtra,MAH-6,Irrigation,Private Agricultural,42.7,313,6,743,Partially Disbursed,56,Not Started,0,0,0,100,6.3,40.8,6,7,58.1,0,1,130
LAP-12721,Punjab,PUN-5,Renewable Energy,Private Agricultural,29.2,185,5,585,Not Started,6,Not Started,0,0,1,20,5.8,41.3,1,3,42.3,0,0,0
LAP-12722,Tamil Nadu,TAM-5,Highway,Private Agricultural,22.3,83,2,622,Not Started,8,Partial Possession,0,0,1,29,5.5,71.6,0,6,6.5,0,1,145
LAP-12723,Uttar Pradesh,UTT-6,Airport,Government,29.5,76,6,1269,Partially Disbursed,27,Award Declared,1,1,0,100,7.1,53.3,1,6,54.8,1,1,380
LAP-12724,Uttar Pradesh,UTT-6,Highway,Private Agricultural,29.7,53,5,1435,Partially Disbursed,51,Survey Complete,1,0,1,3,3.6,49.6,4,4,41.1,0,1,105
LAP-12725,Haryana,HAR-4,Railway,Private Agricultural,2.8,1,4,553,Not Started,2,Partial Possession,0,0,1,91,8.6,78.2,1,3,56.8,0,0,0
LAP-12726,West Bengal,WES-6,Power Transmission,Government,15.2,9,4,101,Not Started,7,Full Possession,1,1,1,24,8.1,47.1,2,3,51.6,0,1,102
LAP-12727,Karnataka,KAR-1,Railway,Forest,98.8,19,1,516,Not Started,9,Survey Complete,4,1,1,82,6.4,72.8,1,5,44.9,0,0,0
LAP-12728,Gujarat,GUJ-4,Highway,Government,88.7,20,1,1068,Partially Disbursed,40,Survey Complete,0,0,0,100,8.2,77.1,1,4,81.5,0,0,0
LAP-12729,Madhya Pradesh,MAD-4,Railway,Government,311.2,120,3,526,Fully Disbursed,98,Not Started,2,0,1,97,6.1,75.5,3,8,44.7,0,1,123
LAP-12730,Telangana,TEL-3,Urban Development,Private Agricultural,19.9,112,4,539,Not Started,5,Not Started,1,0,0,100,6.1,94.2,4,6,40.9,1,1,184
LAP-12731,Odisha,ODI-6,Highway,Government,201.8,178,1,596,Fully Disbursed,95,Award Declared,1,1,0,100,9.3,68.3,2,5,50.3,0,0,0
LAP-12732,West Bengal,WES-2,Power Transmission,Forest,43.2,321,2,1221,Partially Disbursed,65,Survey Complete,2,1,0,100,9.2,22.1,4,2,64.8,1,1,102
LAP-12733,Tamil Nadu,TAM-4,Urban Development,Private Agricultural,10.1,89,4,559,Not Started,6,Award Declared,1,0,1,22,9.1,75.2,4,4,47.6,0,0,0
LAP-12734,West Bengal,WES-1,Industrial Corridor,Forest,81.6,130,4,582,Not Started,3,Survey Complete,2,1,0,100,9.1,51.6,2,0,41.2,0,1,45
LAP-12735,Chhattisgarh,CHH-5,Industrial Corridor,Tribal,23.3,30,4,375,Partially Disbursed,38,Survey Complete,2,1,0,100,4.2,98.8,2,3,12.9,1,0,0
LAP-12736,West Bengal,WES-1,Railway,Tribal,37.3,44,2,403,Not Started,5,Partial Possession,2,0,0,100,2.7,100.0,2,8,59.1,0,1,158
LAP-12737,Telangana,TEL-2,Highway,Forest,83.3,529,3,590,Partially Disbursed,77,Survey Complete,1,1,0,100,9.7,77.9,0,2,62.8,0,0,0
LAP-12738,Maharashtra,MAH-2,Irrigation,Tribal,115.9,34,2,442,Partially Disbursed,60,Partial Possession,0,0,1,87,3.2,52.7,2,1,92.0,1,0,0
LAP-12739,Madhya Pradesh,MAD-6,Railway,Mixed,44.4,88,2,1461,Fully Disbursed,97,Survey Complete,0,0,0,100,5.4,64.0,0,0,73.7,0,0,0
LAP-12740,Madhya Pradesh,MAD-4,Highway,Forest,12.6,43,6,717,Fully Disbursed,85,Survey Complete,2,1,0,100,8.4,58.1,2,5,35.3,1,1,193
LAP-12741,West Bengal,WES-4,Renewable Energy,Private Agricultural,42.5,14,1,431,Not Started,7,Partial Possession,1,1,1,27,5.1,70.1,5,6,71.9,0,1,27
LAP-12742,Maharashtra,MAH-3,Urban Development,Mixed,15.5,9,1,213,Not Started,3,Partial Possession,0,0,0,100,5.3,47.5,0,8,92.1,0,1,30
LAP-12743,Telangana,TEL-2,Railway,Private Agricultural,20.7,279,5,1246,Not Started,1,Not Started,1,1,0,100,6.4,49.2,3,5,82.9,1,0,0
LAP-12744,Gujarat,GUJ-1,Power Transmission,Private Agricultural,37.8,51,2,1096,Not Started,4,Full Possession,0,0,0,100,4.8,67.8,1,1,70.2,0,0,0
